R1,R2 net,R2 exch,R3,R4,R5
99.86817391122301,62.595580113073346,39.185131328698155,18.636296899074836,18.636296899074836,81.23187701214817
99.53129419851831,62.263755939388936,33.48992932579642,18.633769129564687,18.633769129564687,80.89752506895363
99.75295040841416,62.51293111664099,38.022864921306045,18.62000964588659,18.62000964588659,81.13294076252758
99.9248004695628,62.1035182843159,36.5083434604497,18.910641092623443,18.910641092623443,81.01415937693935
99.49844928917824,62.55086009344576,37.818894951303136,18.473794597866238,18.473794597866238,81.02465469131201
99.82537565893156,62.26638604957064,41.0962471364556,18.77949480468046,18.77949480468046,81.0458808542511
99.89178598180177,62.12685950410979,40.02079746835284,18.882463238845997,18.882463238845997,81.00932274295579
99.6286932588979,62.252420251032234,36.613029814979114,18.68813650393283,18.68813650393283,80.94055675496506
99.72108942400587,62.59389549874693,39.04783094611177,18.563596962629468,18.563596962629468,81.15749246137639
99.85202959997709,61.485860158737644,39.588620002536366,19.18308472061972,19.18308472061972,80.66894487935737
99.98565419920796,61.85429784070342,38.935428067494335,19.06567817925227,19.06567817925227,80.91997601995568
99.73404243526858,62.617684768079236,39.81114855626823,18.558178833594674,18.558178833594674,81.17586360167391
99.76462469466549,62.505491030288056,36.41897900098455,18.629566832188715,18.629566832188715,81.13505786247677
99.68630271987767,62.461758419714954,38.42144587995355,18.61227215008136,18.61227215008136,81.07403056979632
99.4832502357966,62.111563788133346,37.52365059293462,18.68584322383163,18.68584322383163,80.79740701196498
99.87731790911802,61.54342318464683,37.08922167792957,19.166947362235597,19.166947362235597,80.71037054688242
99.82437349171488,62.28875288951073,38.68863293637591,18.76781030110207,18.76781030110207,81.0565631906128
99.46258539833863,62.558156683629015,38.84902257880871,18.45221435735481,18.45221435735481,81.01037104098383
100.12289099912446,61.80341301435805,33.92071984889035,19.159738992383208,19.159738992383208,80.96315200674125
100.09073288805084,61.57108783606796,38.25608480778459,19.259822525991435,19.259822525991435,80.8309103620594
99.50007384191183,62.47619174578498,38.62014088411542,18.511941048063424,18.511941048063424,80.98813279384841
99.61377621070945,62.52279165124068,39.23589351709242,18.545492279734383,18.545492279734383,81.06828393097507
100.57344359728606,61.07862098589129,39.21976324530664,19.747411305697387,19.747411305697387,80.82603229158867
99.67500796820545,62.01824889900031,38.603413301051475,18.828379534602572,18.828379534602572,80.84662843360289
99.26218994895109,62.54803309087827,37.68294209996339,18.357078429036406,18.357078429036406,80.90511151991467
99.96080300590167,61.800950583924845,34.41140152274846,19.07992621098841,19.07992621098841,80.88087679491326
99.521917308709,62.473025023546306,35.25140108563799,18.52444614258135,18.52444614258135,80.99747116612765
100.0410912390766,62.37203816456333,33.380649486682664,18.834526537256636,18.834526537256636,81.20656470181996
99.8359600606832,62.82511372155905,38.06628305258589,18.50542316956208,18.50542316956208,81.33053689112113
99.3806909410925,61.572793139416994,35.928563564715354,18.903948900837754,18.903948900837754,80.47674204025475
99.63359107233507,62.79884830832925,38.94500136678371,18.417371382002905,18.417371382002905,81.21621969033215
99.76957953022958,62.936654622006955,37.18479493891769,18.416462454111308,18.416462454111308,81.35311707611827
99.62991702719881,62.82759130353477,40.59011190688016,18.40116286183202,18.40116286183202,81.22875416536678
99.62558760558585,62.09902959898175,38.65260860100421,18.763279003302046,18.763279003302046,80.8623086022838
99.42354544917498,62.47968315980632,36.22148343579527,18.471931144684334,18.471931144684334,80.95161430449065
100.26479067810163,61.342138614060545,37.44551471569952,19.46132603202054,19.46132603202054,80.80346464608108
100.15109138433954,61.493392265059875,38.21583403616642,19.328849559639835,19.328849559639835,80.82224182469972
99.69862064162643,61.85729788189563,32.4469552159854,18.920661379865404,18.920661379865404,80.77795926176104
99.5466460585022,62.248117899681354,36.38491414417286,18.649264079410425,18.649264079410425,80.89738197909178
99.44505490047474,61.231773295708884,35.088958697835714,19.10664080238293,19.10664080238293,80.33841409809182
100.18872837646555,61.68833443199344,35.675294721920196,19.250196972236058,19.250196972236058,80.9385314042295
100.00909654507291,62.09656937891802,39.44583291204199,18.95626358307744,18.95626358307744,81.05283296199546
99.96323666641888,61.64835765506581,37.434298323472674,19.157439505676532,19.157439505676532,80.80579716074234
99.7615739349686,61.743164932702435,36.86639592824363,19.009204501133077,19.009204501133077,80.75236943383551
