R1_i,R2 net_i,R2 exch_i,R3_i,R4_i,R5_i
99.74,61.817,35.835,18.962,18.962,80.778
100.2,61.524,38.523,19.34,19.34,80.863
99.824,62.296,34.752,18.764,18.764,81.06
100.0,62.609,34.39,18.697,18.697,81.306
99.851,61.768,36.331,19.041,19.041,80.809
99.409,62.217,36.887,18.596,18.596,80.813
100.19,61.15,36.667,19.521,19.521,80.671
100.03,60.928,33.604,19.552,19.552,80.48
99.918,61.708,37.279,19.105,19.105,80.813
99.808,62.012,35.751,18.898,18.898,80.91
99.695,61.648,33.273,19.023,19.023,80.671
99.598,62.854,40.735,18.372,18.372,81.226
99.769,62.477,32.881,18.646,18.646,81.123
99.983,62.095,37.796,18.944,18.944,81.039
99.938,62.439,36.487,18.749,18.749,81.189
100.08,61.343,37.771,19.369,19.369,80.712
99.418,62.229,39.79,18.594,18.594,80.823
99.627,62.658,37.085,18.484,18.484,81.143
99.966,62.12,35.167,18.923,18.923,81.043
100.04,62.387,39.552,18.825,18.825,81.212
99.976,61.428,34.889,19.274,19.274,80.702
99.535,62.193,35.339,18.671,18.671,80.864
99.45,63.163,34.599,18.144,18.144,81.307
99.358,63.223,38.512,18.068,18.068,81.29
99.787,62.533,38.9,18.627,18.627,81.16
100.08,62.204,41.246,18.938,18.938,81.142
99.93,62.69,38.334,18.62,18.62,81.31
99.732,61.68,39.53,19.026,19.026,80.706
99.98,61.542,31.965,19.219,19.219,80.761
99.868,62.395,39.995,18.736,18.736,81.132
99.544,62.462,36.517,18.541,18.541,81.003
99.549,62.635,37.164,18.457,18.457,81.092
99.521,62.226,37.329,18.648,18.648,80.874
99.769,61.899,35.087,18.935,18.935,80.834
99.845,61.669,37.648,19.088,19.088,80.757
99.764,61.878,39.164,18.943,18.943,80.821
99.461,62.718,35.762,18.371,18.371,81.089
99.982,62.472,36.618,18.755,18.755,81.227
99.731,62.27,39.749,18.73,18.73,81.001
99.944,62.06,37.821,18.942,18.942,81.002
99.549,62.366,36.295,18.592,18.592,80.958
100.2,63.245,39.484,18.48,18.48,81.725
99.615,62.091,37.532,18.762,18.762,80.853
99.307,62.13,39.639,18.589,18.589,80.718
99.285,62.155,40.529,18.565,18.565,80.72
100.01,61.172,37.428,19.421,19.421,80.593
99.887,61.929,37.12,18.979,18.979,80.908
100.02,62.04,39.26,18.99,18.99,81.03
99.484,62.39,37.622,18.547,18.547,80.937
100.39,61.61,39.746,19.392,19.392,81.002
99.617,62.669,35.409,18.474,18.474,81.143
99.988,62.157,35.733,18.916,18.916,81.073
99.967,62.658,37.344,18.655,18.655,81.312
100.09,61.335,37.684,19.379,19.379,80.714
100.49,61.979,38.127,19.258,19.258,81.237
99.921,62.467,36.292,18.727,18.727,81.194
99.759,61.171,38.475,19.294,19.294,80.465
99.975,61.997,36.338,18.989,18.989,80.986
100.33,61.817,36.08,19.256,19.256,81.073
99.604,62.016,40.885,18.794,18.794,80.81
99.889,62.438,37.358,18.726,18.726,81.164
99.988,62.199,36.535,18.894,18.894,81.093
99.771,62.264,35.873,18.754,18.754,81.017
99.602,61.56,36.969,19.021,19.021,80.581
99.356,62.901,37.291,18.227,18.227,81.129
99.872,62.556,38.283,18.658,18.658,81.214
99.746,63.212,37.25,18.267,18.267,81.479
99.801,61.796,37.53,19.003,19.003,80.798
100.24,61.777,36.507,19.234,19.234,81.01
99.619,62.142,39.001,18.738,18.738,80.88
99.776,62.686,37.48,18.545,18.545,81.231
100.32,61.478,39.973,19.422,19.422,80.901
99.727,62.283,38.419,18.722,18.722,81.005
99.44,62.761,37.787,18.34,18.34,81.101
99.57,62.458,35.67,18.556,18.556,81.014
99.494,62.348,37.856,18.573,18.573,80.921
99.776,62.373,36.597,18.701,18.701,81.075
99.743,62.011,38.737,18.866,18.866,80.877
99.745,63.028,40.287,18.359,18.359,81.386
99.732,62.434,35.978,18.649,18.649,81.083
99.906,62.069,36.385,18.919,18.919,80.988
99.814,62.127,36.277,18.843,18.843,80.97
100.29,62.036,39.124,19.126,19.126,81.162
99.583,62.325,38.568,18.629,18.629,80.954
99.66,62.279,38.003,18.691,18.691,80.969
100.1,62.058,37.751,19.021,19.021,81.079
100.04,62.379,40.943,18.831,18.831,81.21
99.748,62.752,38.865,18.498,18.498,81.25
100.26,62.351,34.83,18.954,18.954,81.305
99.879,62.777,40.19,18.551,18.551,81.328
100.06,61.319,38.059,19.369,19.369,80.687
100.22,61.682,36.324,19.267,19.267,80.948
99.808,61.657,39.611,19.076,19.076,80.732
100.15,62.088,40.353,19.03,19.03,81.117
99.687,61.756,37.828,18.965,18.965,80.722
99.899,62.147,37.058,18.876,18.876,81.023
99.538,62.304,36.928,18.617,18.617,80.921
99.897,61.957,39.98,18.97,18.97,80.927
99.582,61.441,38.192,19.071,19.071,80.512
100.16,61.737,36.587,19.21,19.21,80.947
100.01,61.725,40.274,19.141,19.141,80.866
100.01,62.273,36.012,18.866,18.866,81.139
99.782,61.677,37.134,19.052,19.052,80.73
99.148,62.561,38.186,18.294,18.294,80.854
99.561,62.013,36.504,18.774,18.774,80.787
99.66,62.225,39.716,18.718,18.718,80.943
100.0,63.031,37.214,18.484,18.484,81.516
99.947,62.859,37.93,18.544,18.544,81.403
99.88,62.46,38.19,18.71,18.71,81.17
100.04,62.173,37.26,18.934,18.934,81.107
99.913,62.51,36.543,18.702,18.702,81.211
99.461,62.651,36.769,18.405,18.405,81.056
100.09,61.214,33.768,19.437,19.437,80.651
99.479,62.913,36.975,18.283,18.283,81.196
99.851,61.729,37.848,19.061,19.061,80.79
99.911,61.749,36.339,19.081,19.081,80.83
99.931,62.654,37.36,18.638,18.638,81.293
99.631,62.687,36.488,18.472,18.472,81.159
99.696,62.493,35.803,18.602,18.602,81.094
100.0,61.937,37.072,19.033,19.033,80.97
100.13,61.757,35.948,19.185,19.185,80.942
100.07,62.499,37.287,18.784,18.784,81.283
99.886,62.276,34.713,18.805,18.805,81.081
99.979,61.632,36.276,19.174,19.174,80.806
99.263,61.823,34.734,18.72,18.72,80.543
100.36,61.891,37.77,19.235,19.235,81.126
99.451,62.713,39.333,18.369,18.369,81.082
99.568,61.855,37.718,18.856,18.856,80.711
99.827,62.4,37.334,18.713,18.713,81.113
99.718,61.861,37.613,18.928,18.928,80.79
99.754,61.482,40.372,19.136,19.136,80.618
99.986,61.514,38.188,19.236,19.236,80.75
99.945,62.329,37.119,18.808,18.808,81.137
99.679,61.578,35.556,19.05,19.05,80.628
100.28,60.657,38.22,19.811,19.811,80.468
100.02,61.989,38.64,19.016,19.016,81.004
99.606,62.94,37.322,18.333,18.333,81.273
99.596,61.99,36.539,18.803,18.803,80.793
99.741,62.391,36.95,18.675,18.675,81.066
99.796,62.358,35.291,18.719,18.719,81.077
100.1,61.549,37.692,19.276,19.276,80.825
99.801,61.61,35.447,19.096,19.096,80.705
99.815,62.105,35.756,18.855,18.855,80.96
100.22,61.68,39.954,19.268,19.268,80.948
99.716,61.895,40.559,18.91,18.91,80.806
99.941,61.747,39.459,19.097,19.097,80.844
99.899,61.811,37.884,19.044,19.044,80.855
99.49,61.957,37.543,18.767,18.767,80.723
99.959,62.446,36.47,18.757,18.757,81.202
99.845,61.458,35.754,19.193,19.193,80.651
99.775,62.663,40.397,18.556,18.556,81.219
99.569,62.088,37.18,18.741,18.741,80.828
99.244,62.146,37.402,18.549,18.549,80.695
99.997,62.013,35.413,18.992,18.992,81.005
100.09,61.963,39.198,19.062,19.062,81.025
99.466,62.407,37.238,18.53,18.53,80.936
99.737,62.351,37.072,18.693,18.693,81.044
99.773,62.628,36.08,18.573,18.573,81.2
100.28,61.57,38.806,19.355,19.355,80.925
99.763,62.08,39.611,18.841,18.841,80.922
99.276,62.653,37.091,18.311,18.311,80.964
100.42,61.55,39.287,19.437,19.437,80.987
99.927,62.395,37.38,18.766,18.766,81.161
99.974,61.068,34.271,19.453,19.453,80.521
99.787,62.273,36.167,18.757,18.757,81.03
99.898,61.535,40.034,19.182,19.182,80.717
100.36,61.968,35.472,19.197,19.197,81.165
99.31,61.539,37.492,18.886,18.886,80.424
100.19,62.12,36.409,19.034,19.034,81.154
99.785,61.494,36.663,19.146,19.146,80.639
100.23,61.757,39.916,19.239,19.239,80.996
100.13,61.633,34.201,19.251,19.251,80.884
99.425,62.61,38.536,18.407,18.407,81.017
99.672,61.793,36.392,18.939,18.939,80.732
99.431,62.316,36.247,18.558,18.558,80.873
99.7,62.27,35.448,18.715,18.715,80.985
99.497,62.033,38.242,18.732,18.732,80.765
99.434,62.442,38.084,18.496,18.496,80.938
100.09,61.795,36.75,19.148,19.148,80.943
99.772,62.413,40.119,18.679,18.679,81.092
100.07,62.125,37.858,18.973,18.973,81.098
99.9,61.775,38.747,19.062,19.062,80.837
99.947,62.397,37.848,18.775,18.775,81.172
100.13,62.142,38.905,18.992,18.992,81.134
100.25,61.9,38.689,19.176,19.176,81.076
100.25,62.309,37.195,18.97,18.97,81.279
100.49,60.674,36.016,19.908,19.908,80.582
100.27,61.657,37.534,19.306,19.306,80.962
99.877,61.542,37.579,19.168,19.168,80.71
99.675,62.989,38.64,18.343,18.343,81.332
100.18,61.724,37.844,19.227,19.227,80.951
99.777,62.297,36.239,18.74,18.74,81.037
100.07,61.964,37.074,19.053,19.053,81.017
100.02,61.837,36.059,19.091,19.091,80.927
100.13,61.805,37.319,19.164,19.164,80.969
99.933,61.649,35.644,19.142,19.142,80.791
99.84,62.332,32.926,18.754,18.754,81.086
99.726,61.464,36.973,19.131,19.131,80.595
99.888,61.345,34.899,19.271,19.271,80.617
99.745,62.265,37.054,18.74,18.74,81.005
99.944,62.535,34.735,18.705,18.705,81.24
100.02,61.913,37.327,19.055,19.055,80.968
100.38,61.814,38.059,19.282,19.282,81.096
99.701,61.899,36.547,18.901,18.901,80.8
100.23,62.029,37.464,19.101,19.101,81.13
99.573,62.486,36.883,18.544,18.544,81.03
99.529,62.31,36.59,18.61,18.61,80.919
99.507,62.134,38.246,18.687,18.687,80.82
99.506,61.922,39.626,18.792,18.792,80.714
100.1,61.433,39.45,19.331,19.331,80.764
99.545,62.472,37.704,18.537,18.537,81.009
99.88,62.675,39.328,18.602,18.602,81.277
100.07,61.498,35.897,19.288,19.288,80.786
99.539,62.13,35.021,18.704,18.704,80.834
99.49,63.2,37.074,18.145,18.145,81.345
99.58,62.43,37.696,18.575,18.575,81.005
99.79,61.455,36.525,19.168,19.168,80.622
99.744,62.391,37.198,18.676,18.676,81.068
99.825,61.681,36.69,19.072,19.072,80.753
100.26,62.949,34.808,18.655,18.655,81.604
99.974,62.219,36.785,18.877,18.877,81.096
100.07,62.225,34.8,18.925,18.925,81.15
99.763,62.579,36.184,18.592,18.592,81.171
99.781,61.434,36.635,19.173,19.173,80.607
99.539,62.479,35.288,18.53,18.53,81.009
99.676,61.84,38.076,18.918,18.918,80.758
99.708,61.996,36.012,18.856,18.856,80.852
99.706,62.528,37.694,18.589,18.589,81.117
99.553,62.502,35.378,18.525,18.525,81.028
100.09,62.014,37.606,19.04,19.04,81.054
100.13,61.612,40.13,19.257,19.257,80.869
100.42,62.476,36.108,18.971,18.971,81.448
99.661,63.987,37.791,17.837,17.837,81.824
100.28,61.444,36.581,19.419,19.419,80.863
99.836,61.645,40.854,19.095,19.095,80.74
99.988,62.531,36.082,18.729,18.729,81.26
99.887,62.015,39.944,18.936,18.936,80.951
100.08,62.515,40.601,18.784,18.784,81.299
99.705,61.576,35.788,19.065,19.065,80.641
100.03,61.667,38.076,19.183,19.183,80.85
99.83,61.5,38.547,19.165,19.165,80.665
99.797,62.733,37.534,18.532,18.532,81.265
99.668,62.098,34.25,18.785,18.785,80.883
100.1,61.724,37.531,19.19,19.19,80.914
99.993,61.796,37.764,19.099,19.099,80.895
100.13,61.402,36.919,19.363,19.363,80.765
100.02,61.672,36.861,19.173,19.173,80.845
99.54,62.755,38.125,18.393,18.393,81.148
99.902,61.721,34.419,19.09,19.09,80.812
99.645,62.515,37.081,18.565,18.565,81.08
99.96,61.276,37.561,19.342,19.342,80.618
99.921,62.032,34.317,18.945,18.945,80.977
99.847,61.901,36.633,18.973,18.973,80.874
99.843,61.704,33.257,19.07,19.07,80.774
99.742,61.896,36.053,18.923,18.923,80.819
99.938,62.712,37.099,18.613,18.613,81.325
99.95,61.974,37.075,18.988,18.988,80.962
99.79,61.573,38.336,19.108,19.108,80.681
100.16,60.809,34.86,19.678,19.678,80.487
99.599,62.262,34.761,18.669,18.669,80.93
100.44,61.797,37.349,19.323,19.323,81.12
99.575,61.558,36.748,19.009,19.009,80.566
99.749,62.106,38.061,18.822,18.822,80.928
99.399,61.856,37.679,18.772,18.772,80.628
99.461,62.456,36.817,18.503,18.503,80.958
100.05,62.147,35.295,18.951,18.951,81.098
99.951,62.027,39.779,18.962,18.962,80.989
99.925,62.073,35.375,18.926,18.926,80.999
99.794,61.9,39.705,18.947,18.947,80.847
99.567,62.93,37.097,18.318,18.318,81.248
99.926,61.921,36.752,19.003,19.003,80.924
99.624,62.247,36.994,18.688,18.688,80.935
100.3,62.287,37.86,19.007,19.007,81.294
99.686,62.283,39.512,18.702,18.702,80.985
99.547,62.239,37.294,18.654,18.654,80.893
100.19,60.943,37.225,19.624,19.624,80.567
99.927,62.006,35.706,18.961,18.961,80.967
99.893,62.419,36.828,18.737,18.737,81.156
99.835,61.511,34.027,19.162,19.162,80.673
100.16,61.584,39.793,19.288,19.288,80.872
100.08,61.383,36.754,19.351,19.351,80.733
99.959,61.425,39.01,19.267,19.267,80.692
99.946,62.693,41.32,18.626,18.626,81.32
100.18,62.653,37.334,18.763,18.763,81.417
100.1,62.158,34.509,18.97,18.97,81.128
99.943,61.904,37.715,19.02,19.02,80.924
99.783,62.155,36.519,18.814,18.814,80.969
99.356,62.723,34.695,18.317,18.317,81.04
99.83,62.391,39.683,18.719,18.719,81.111
100.19,61.279,37.163,19.456,19.456,80.735
99.867,62.127,35.383,18.87,18.87,80.997
99.67,62.468,36.612,18.601,18.601,81.069
99.599,62.062,38.068,18.768,18.768,80.831
100.01,62.014,35.205,18.999,18.999,81.014
99.878,61.643,33.562,19.117,19.117,80.761
99.542,62.452,41.382,18.545,18.545,80.997
99.914,61.449,38.189,19.232,19.232,80.682
100.33,61.986,35.209,19.173,19.173,81.16
99.749,62.837,36.937,18.456,18.456,81.293
99.946,61.96,41.118,18.993,18.993,80.953
99.858,61.826,33.861,19.016,19.016,80.842
99.905,62.165,36.584,18.87,18.87,81.035
99.643,61.182,39.205,19.23,19.23,80.413
99.591,62.497,36.588,18.547,18.547,81.044
100.26,61.49,35.108,19.386,19.386,80.876
100.23,62.554,36.348,18.839,18.839,81.393
100.09,61.969,35.246,19.059,19.059,81.027
99.316,62.059,36.164,18.629,18.629,80.688
100.21,62.092,38.876,19.06,19.06,81.152
100.06,62.156,35.188,18.953,18.953,81.109
99.889,61.502,38.628,19.193,19.193,80.696
99.827,62.488,34.643,18.669,18.669,81.158
99.595,62.276,37.132,18.659,18.659,80.936
99.983,62.079,36.053,18.952,18.952,81.031
99.712,61.432,37.528,19.14,19.14,80.572
99.602,60.835,36.033,19.384,19.384,80.218
100.1,62.88,38.362,18.61,18.61,81.49
100.17,61.896,37.322,19.139,19.139,81.035
99.92,62.222,37.778,18.849,18.849,81.071
99.993,61.334,38.821,19.33,19.33,80.663
100.24,62.026,39.29,19.107,19.107,81.134
99.471,63.29,36.013,18.091,18.091,81.38
99.908,61.731,35.651,19.089,19.089,80.82
99.973,62.336,39.354,18.819,18.819,81.154
99.73,61.877,33.803,18.926,18.926,80.804
99.881,61.74,32.929,19.07,19.07,80.81
99.438,62.005,36.81,18.717,18.717,80.721
99.572,62.632,34.35,18.47,18.47,81.102
100.13,61.752,37.757,19.191,19.191,80.943
99.619,62.367,34.018,18.626,18.626,80.993
99.049,62.623,36.652,18.213,18.213,80.836
99.891,61.718,37.412,19.086,19.086,80.804
100.36,61.125,34.716,19.618,19.618,80.743
100.08,62.441,41.879,18.82,18.82,81.261
99.656,61.811,36.372,18.923,18.923,80.734
100.0,63.101,39.641,18.45,18.45,81.551
99.891,62.894,35.462,18.498,18.498,81.392
99.475,62.542,37.136,18.467,18.467,81.008
99.735,62.167,37.504,18.784,18.784,80.951
99.626,62.59,34.791,18.518,18.518,81.108
99.836,62.054,36.674,18.891,18.891,80.945
100.17,61.452,40.936,19.36,19.36,80.812
100.03,61.549,35.599,19.239,19.239,80.788
99.904,62.841,36.133,18.531,18.531,81.373
99.686,62.192,37.727,18.747,18.747,80.939
100.09,61.974,37.321,19.059,19.059,81.033
99.624,62.849,35.023,18.388,18.388,81.236
99.353,62.339,36.405,18.507,18.507,80.846
100.16,62.404,36.967,18.876,18.876,81.28
100.04,61.768,37.021,19.135,19.135,80.903
99.958,61.788,38.53,19.085,19.085,80.873
99.967,62.956,36.725,18.506,18.506,81.462
99.993,61.134,32.948,19.43,19.43,80.563
100.06,61.487,37.239,19.287,19.287,80.774
99.903,62.243,40.351,18.83,18.83,81.073
99.8,62.321,35.655,18.739,18.739,81.06
100.22,62.203,39.573,19.007,19.007,81.211
99.899,62.136,34.475,18.882,18.882,81.017
99.772,62.509,34.627,18.632,18.632,81.14
100.2,61.814,35.26,19.191,19.191,81.005
99.474,62.358,33.998,18.558,18.558,80.916
99.051,63.372,36.661,17.84,17.84,81.211
99.965,61.865,34.409,19.05,19.05,80.915
100.27,61.31,36.331,19.479,19.479,80.789
99.755,62.985,33.228,18.385,18.385,81.37
99.78,61.785,36.162,18.998,18.998,80.783
99.792,62.62,38.364,18.586,18.586,81.206
99.811,62.515,36.74,18.648,18.648,81.163
99.601,61.518,30.903,19.041,19.041,80.56
100.18,60.936,39.232,19.622,19.622,80.558
99.642,62.406,38.383,18.618,18.618,81.024
100.33,61.214,35.169,19.56,19.56,80.774
100.29,62.526,40.47,18.884,18.884,81.41
99.87,62.923,35.323,18.473,18.473,81.396
99.927,61.584,37.731,19.171,19.171,80.756
99.488,62.55,36.817,18.469,18.469,81.019
99.74,61.856,33.022,18.942,18.942,80.798
100.64,62.193,36.627,19.224,19.224,81.416
100.02,61.841,38.375,19.091,19.091,80.932
99.788,62.014,36.189,18.887,18.887,80.901
100.34,62.641,37.603,18.851,18.851,81.493
99.952,61.35,37.663,19.301,19.301,80.651
99.857,62.046,39.846,18.906,18.906,80.952
100.47,62.908,38.066,18.781,18.781,81.689
99.369,62.152,36.197,18.608,18.608,80.76
99.709,61.873,38.115,18.918,18.918,80.791
99.816,61.583,38.806,19.116,19.116,80.7
99.678,61.981,36.227,18.848,18.848,80.83
100.47,61.401,35.408,19.532,19.532,80.933
99.796,62.347,39.464,18.725,18.725,81.072
99.573,61.753,37.286,18.91,18.91,80.663
99.767,62.335,35.44,18.716,18.716,81.051
99.829,61.727,36.659,19.051,19.051,80.778
99.652,61.675,37.746,18.989,18.989,80.664
99.434,61.884,37.617,18.775,18.775,80.659
100.15,61.967,36.908,19.091,19.091,81.058
100.16,60.829,35.761,19.666,19.666,80.495
99.969,62.321,41.334,18.824,18.824,81.145
99.99,62.066,37.139,18.962,18.962,81.028
99.761,61.409,39.091,19.176,19.176,80.585
99.764,62.152,39.589,18.806,18.806,80.958
99.555,63.014,39.96,18.27,18.27,81.284
99.749,62.581,40.155,18.584,18.584,81.165
99.409,62.012,37.198,18.698,18.698,80.71
99.568,63.097,37.408,18.235,18.235,81.332
99.639,61.865,38.558,18.887,18.887,80.752
99.817,62.305,37.766,18.756,18.756,81.061
99.448,63.84,39.394,17.804,17.804,81.644
100.52,61.642,39.409,19.44,19.44,81.082
99.49,62.321,38.744,18.585,18.585,80.906
99.656,62.138,39.87,18.759,18.759,80.897
100.25,61.219,37.831,19.515,19.515,80.733
99.677,61.81,36.071,18.934,18.934,80.743
100.24,61.427,38.078,19.407,19.407,80.835
99.637,61.665,38.644,18.986,18.986,80.651
100.45,60.888,38.705,19.779,19.779,80.668
99.507,61.915,37.621,18.796,18.796,80.711
99.77,61.494,39.838,19.138,19.138,80.632
99.952,62.778,36.406,18.587,18.587,81.365
100.34,61.708,32.074,19.318,19.318,81.026
100.03,61.578,33.77,19.225,19.225,80.804
99.818,61.892,34.752,18.963,18.963,80.855
100.04,61.725,35.474,19.159,19.159,80.884
99.842,62.75,39.718,18.546,18.546,81.296
99.735,62.037,39.807,18.849,18.849,80.886
99.858,62.62,35.6,18.619,18.619,81.239
99.89,62.166,35.84,18.862,18.862,81.028
99.781,61.91,37.844,18.935,18.935,80.845
99.646,62.672,35.471,18.487,18.487,81.159
100.16,62.241,39.203,18.959,18.959,81.2
100.07,61.786,38.168,19.141,19.141,80.926
100.41,61.445,36.825,19.484,19.484,80.928
99.379,61.985,34.625,18.697,18.697,80.682
99.835,61.924,38.182,18.955,18.955,80.88
100.03,62.256,37.081,18.884,18.884,81.141
99.699,62.504,38.972,18.598,18.598,81.102
100.23,61.912,35.195,19.161,19.161,81.073
99.822,62.174,35.948,18.824,18.824,80.998
99.906,61.817,36.378,19.045,19.045,80.862
99.496,62.673,39.084,18.411,18.411,81.085
99.34,61.985,37.42,18.677,18.677,80.662
99.58,62.389,36.182,18.595,18.595,80.984
99.225,62.867,38.775,18.179,18.179,81.046
99.59,61.524,37.17,19.033,19.033,80.557
99.69,61.903,36.757,18.893,18.893,80.797
99.702,63.063,36.152,18.32,18.32,81.383
99.8,63.05,37.198,18.375,18.375,81.425
99.768,62.893,37.785,18.437,18.437,81.331
99.999,61.133,39.23,19.433,19.433,80.566
100.05,62.188,34.748,18.931,18.931,81.119
100.28,61.964,38.081,19.159,19.159,81.123
100.43,61.169,33.567,19.63,19.63,80.799
100.2,62.653,41.419,18.773,18.773,81.426
99.799,62.696,37.928,18.552,18.552,81.248
99.736,61.906,37.223,18.915,18.915,80.821
99.769,61.303,35.341,19.233,19.233,80.536
99.776,61.983,38.365,18.897,18.897,80.879
99.578,62.151,36.063,18.713,18.713,80.865
100.01,62.082,33.849,18.963,18.963,81.046
99.024,62.309,37.971,18.357,18.357,80.666
99.628,61.162,37.974,19.233,19.233,80.395
99.871,61.882,37.965,18.994,18.994,80.876
100.12,62.291,38.132,18.914,18.914,81.205
99.777,62.404,36.249,18.686,18.686,81.091
99.685,61.964,37.197,18.861,18.861,80.824
100.06,61.917,38.91,19.072,19.072,80.989
100.08,61.719,35.16,19.178,19.178,80.897
100.14,61.484,37.893,19.326,19.326,80.81
100.11,61.952,37.189,19.08,19.08,81.033
100.09,61.469,38.258,19.311,19.311,80.78
99.725,61.914,35.631,18.906,18.906,80.82
100.02,61.825,38.919,19.099,19.099,80.924
99.955,61.8,37.743,19.078,19.078,80.878
99.75,62.089,36.975,18.831,18.831,80.92
99.816,61.859,35.361,18.978,18.978,80.838
99.832,61.933,40.237,18.949,18.949,80.883
99.891,62.763,37.54,18.564,18.564,81.327
99.425,62.474,36.644,18.475,18.475,80.949
100.14,61.588,35.41,19.275,19.275,80.863
99.767,61.534,40.95,19.117,19.117,80.65
100.11,62.297,35.211,18.907,18.907,81.204
100.3,62.55,41.557,18.874,18.874,81.425
100.39,61.486,35.698,19.453,19.453,80.938
99.705,62.007,36.887,18.849,18.849,80.856
99.898,62.312,39.27,18.793,18.793,81.105
100.11,60.827,38.709,19.644,19.644,80.471
100.03,61.768,36.922,19.132,19.132,80.9
99.846,62.079,36.466,18.884,18.884,80.963
100.1,61.262,32.946,19.419,19.419,80.68
99.692,62.104,40.637,18.794,18.794,80.898
99.762,61.368,36.357,19.197,19.197,80.565
99.878,61.563,35.027,19.158,19.158,80.721
99.947,62.924,38.163,18.512,18.512,81.436
99.957,62.103,33.729,18.927,18.927,81.03
100.33,62.629,34.95,18.85,18.85,81.479
99.891,62.28,35.733,18.805,18.805,81.086
99.726,61.85,36.945,18.938,18.938,80.788
99.653,62.012,35.162,18.82,18.82,80.832
100.49,61.634,35.894,19.426,19.426,81.06
100.05,61.725,34.525,19.164,19.164,80.888
99.989,62.581,35.282,18.704,18.704,81.285
99.946,61.668,39.139,19.139,19.139,80.807
99.741,61.914,37.801,18.913,18.913,80.828
100.16,62.067,38.417,19.045,19.045,81.112
99.474,62.348,35.596,18.563,18.563,80.911
100.18,61.891,38.051,19.143,19.143,81.033
100.14,61.452,38.891,19.343,19.343,80.795
100.59,61.611,35.256,19.488,19.488,81.099
99.554,61.838,37.978,18.858,18.858,80.696
99.83,61.658,35.935,19.086,19.086,80.744
99.956,62.335,34.864,18.811,18.811,81.146
99.935,62.334,35.404,18.8,18.8,81.134
99.924,62.153,35.874,18.886,18.886,81.038
99.577,61.923,35.62,18.827,18.827,80.75
100.44,62.457,40.919,18.993,18.993,81.449
99.995,60.846,38.489,19.575,19.575,80.421
99.734,61.595,35.552,19.069,19.069,80.664
99.913,61.879,32.759,19.017,19.017,80.896
99.829,62.038,37.593,18.895,18.895,80.934
99.989,62.207,36.103,18.891,18.891,81.098
99.939,62.501,34.915,18.719,18.719,81.22
99.76,62.338,37.591,18.711,18.711,81.049
100.24,62.036,38.585,19.104,19.104,81.14
99.866,61.718,37.728,19.074,19.074,80.792
99.912,61.208,36.19,19.352,19.352,80.56
99.512,62.311,38.642,18.601,18.601,80.912
100.18,61.461,40.789,19.357,19.357,80.819
99.55,61.95,37.182,18.8,18.8,80.75
99.778,62.127,36.779,18.825,18.825,80.953
99.897,62.235,37.3,18.831,18.831,81.066
100.06,61.934,37.355,19.061,19.061,80.995
100.26,61.758,32.793,19.252,19.252,81.011
99.939,61.715,35.267,19.112,19.112,80.827
99.622,61.914,34.755,18.854,18.854,80.768
99.617,62.079,36.401,18.769,18.769,80.848
100.01,61.821,37.479,19.093,19.093,80.914
99.542,62.726,37.832,18.408,18.408,81.134
99.647,62.152,37.025,18.748,18.748,80.899
100.23,61.254,38.298,19.488,19.488,80.743
99.893,62.638,37.484,18.628,18.628,81.265
100.11,61.268,37.671,19.423,19.423,80.691
99.634,62.531,34.425,18.551,18.551,81.082
98.997,62.098,37.841,18.449,18.449,80.547
99.275,62.292,35.153,18.492,18.492,80.783
99.818,62.582,40.45,18.618,18.618,81.2
99.976,62.364,34.98,18.806,18.806,81.17
99.775,62.489,38.616,18.643,18.643,81.132
99.753,62.573,34.035,18.59,18.59,81.163
99.645,62.165,36.933,18.74,18.74,80.905
100.14,61.502,35.344,19.32,19.32,80.822
100.26,62.721,36.834,18.771,18.771,81.492
99.695,62.469,37.327,18.613,18.613,81.082
99.616,61.831,40.364,18.892,18.892,80.723
100.25,62.097,37.385,19.076,19.076,81.173
99.711,62.149,38.185,18.781,18.781,80.93
99.887,62.678,40.142,18.605,18.605,81.283
100.12,62.035,35.266,19.041,19.041,81.076
99.921,61.202,39.304,19.36,19.36,80.561
99.999,61.69,36.946,19.154,19.154,80.845
99.966,61.767,35.357,19.099,19.099,80.867
100.19,61.926,35.293,19.131,19.131,81.057
99.618,62.605,36.723,18.507,18.507,81.111
99.778,62.44,32.058,18.669,18.669,81.109
100.44,61.521,37.278,19.46,19.46,80.982
99.798,62.162,39.156,18.818,18.818,80.98
100.29,62.203,36.448,19.044,19.044,81.248
99.799,62.048,36.016,18.876,18.876,80.923
100.01,61.677,32.858,19.169,19.169,80.846
99.721,63.034,39.339,18.344,18.344,81.378
99.443,62.666,35.998,18.389,18.389,81.054
99.808,62.095,35.677,18.857,18.857,80.951
99.763,61.482,34.478,19.14,19.14,80.622
99.754,61.701,38.192,19.026,19.026,80.728
100.36,61.432,35.918,19.465,19.465,80.897
99.984,62.191,37.605,18.897,18.897,81.087
99.777,62.139,34.18,18.819,18.819,80.958
99.684,62.107,36.514,18.788,18.788,80.896
99.435,62.453,38.236,18.491,18.491,80.944
99.682,62.643,36.421,18.519,18.519,81.163
99.813,61.711,39.935,19.051,19.051,80.762
99.846,62.015,35.794,18.916,18.916,80.93
