R1_i,R2 net_i,R2 exch_i,R3_i,R4_i,R5_i
99.683,62.875,40.288,18.404,18.404,81.279
99.996,61.715,36.257,19.14,19.14,80.856
99.893,61.849,37.864,19.022,19.022,80.871
99.995,62.466,37.338,18.764,18.764,81.23
99.583,62.192,36.003,18.696,18.696,80.887
99.486,62.325,37.948,18.581,18.581,80.905
99.867,60.653,34.832,19.607,19.607,80.26
100.05,61.775,36.673,19.139,19.139,80.914
99.97,61.664,38.893,19.153,19.153,80.817
100.07,61.988,35.877,19.04,19.04,81.028
99.585,61.964,35.366,18.81,18.81,80.775
100.15,61.14,36.828,19.507,19.507,80.647
99.621,61.425,37.803,19.098,19.098,80.523
100.24,61.119,36.971,19.559,19.559,80.679
99.321,62.444,38.935,18.438,18.438,80.882
99.989,62.026,36.999,18.982,18.982,81.008
100.12,61.537,36.109,19.293,19.293,80.83
100.02,62.081,36.383,18.971,18.971,81.052
100.25,62.002,39.513,19.123,19.123,81.124
99.565,62.176,37.091,18.695,18.695,80.871
99.765,62.212,37.205,18.777,18.777,80.988
99.498,63.051,39.349,18.224,18.224,81.274
99.951,61.633,36.175,19.159,19.159,80.792
100.03,61.225,38.765,19.402,19.402,80.627
99.788,61.385,38.582,19.202,19.202,80.586
100.04,62.061,33.618,18.989,18.989,81.049
100.42,61.593,37.507,19.414,19.414,81.006
99.594,62.882,36.113,18.356,18.356,81.238
99.925,62.133,34.363,18.896,18.896,81.029
99.315,62.964,32.411,18.176,18.176,81.139
99.605,62.942,35.788,18.332,18.332,81.273
99.731,62.19,40.177,18.77,18.77,80.961
99.891,61.696,40.268,19.097,19.097,80.794
99.606,62.551,39.133,18.527,18.527,81.078
99.429,62.036,39.018,18.696,18.696,80.733
99.882,62.141,37.834,18.87,18.87,81.011
99.439,62.254,37.245,18.593,18.593,80.847
99.459,63.021,33.938,18.219,18.219,81.24
100.26,61.374,37.512,19.443,19.443,80.817
99.632,63.204,36.509,18.214,18.214,81.418
99.793,61.738,37.957,19.027,19.027,80.766
100.25,61.643,36.898,19.302,19.302,80.945
100.05,62.106,38.959,18.97,18.97,81.076
99.683,61.643,34.246,19.02,19.02,80.663
100.01,62.727,38.783,18.641,18.641,81.368
99.819,62.619,39.942,18.6,18.6,81.219
99.908,61.86,37.822,19.024,19.024,80.884
99.934,62.273,36.787,18.83,18.83,81.103
100.09,62.38,34.849,18.858,18.858,81.237
99.794,62.892,40.834,18.451,18.451,81.343
100.11,62.093,36.125,19.01,19.01,81.103
99.794,62.121,39.156,18.836,18.836,80.957
99.755,62.372,37.177,18.691,18.691,81.064
99.567,62.726,36.58,18.42,18.42,81.146
99.657,62.25,34.881,18.703,18.703,80.954
99.771,62.39,36.443,18.691,18.691,81.081
100.07,61.811,37.249,19.132,19.132,80.943
99.969,61.639,37.012,19.165,19.165,80.804
99.709,62.155,37.278,18.777,18.777,80.932
100.14,62.075,36.892,19.03,19.03,81.105
99.488,61.943,37.135,18.772,18.772,80.715
100.06,61.498,35.181,19.281,19.281,80.778
99.739,62.544,38.403,18.598,18.598,81.142
99.746,62.24,37.712,18.753,18.753,80.993
99.881,61.277,33.435,19.302,19.302,80.579
100.23,62.012,39.291,19.11,19.11,81.122
99.897,62.44,35.189,18.729,18.729,81.168
99.509,62.948,38.863,18.281,18.281,81.229
100.14,61.952,36.832,19.095,19.095,81.047
99.957,61.953,37.729,19.002,19.002,80.955
99.671,62.699,40.688,18.486,18.486,81.185
100.0,62.336,37.703,18.834,18.834,81.171
99.828,62.386,38.876,18.721,18.721,81.107
99.939,62.354,36.347,18.793,18.793,81.147
100.2,62.126,37.086,19.039,19.039,81.165
99.882,61.438,36.151,19.222,19.222,80.66
100.52,61.318,38.122,19.599,19.599,80.917
100.03,62.089,40.589,18.971,18.971,81.06
99.919,61.777,36.413,19.071,19.071,80.848
99.727,62.153,39.723,18.787,18.787,80.94
100.49,61.791,40.007,19.351,19.351,81.141
99.948,62.53,37.081,18.709,18.709,81.239
99.825,62.431,37.42,18.697,18.697,81.128
99.462,62.908,38.462,18.277,18.277,81.185
99.937,62.206,37.227,18.865,18.865,81.071
100.09,62.022,39.835,19.032,19.032,81.054
99.814,62.718,38.27,18.548,18.548,81.266
99.399,63.209,39.634,18.095,18.095,81.304
99.556,62.323,39.799,18.617,18.617,80.94
99.944,61.161,37.245,19.392,19.392,80.553
100.03,61.633,38.209,19.199,19.199,80.832
100.16,62.06,35.743,19.05,19.05,81.11
100.06,62.449,34.995,18.804,18.804,81.253
100.53,61.49,39.045,19.52,19.52,81.01
99.811,61.253,38.488,19.279,19.279,80.532
100.02,62.029,35.833,18.997,18.997,81.025
99.742,62.246,36.653,18.748,18.748,80.994
99.816,62.541,39.514,18.637,18.637,81.178
99.617,62.409,35.405,18.604,18.604,81.013
99.479,62.88,39.677,18.299,18.299,81.179
99.764,61.561,36.194,19.102,19.102,80.663
99.963,62.376,35.873,18.793,18.793,81.17
99.776,61.276,37.62,19.25,19.25,80.526
99.776,62.147,41.881,18.815,18.815,80.961
99.442,62.601,37.936,18.421,18.421,81.021
100.39,61.416,34.231,19.485,19.485,80.901
99.678,61.615,38.493,19.032,19.032,80.647
99.727,62.665,37.822,18.531,18.531,81.196
99.989,61.895,37.33,19.047,19.047,80.942
99.738,62.019,36.272,18.859,18.859,80.879
99.827,61.905,35.028,18.961,18.961,80.866
99.909,62.101,40.671,18.904,18.904,81.005
100.36,61.992,37.463,19.184,19.184,81.175
99.637,62.667,36.819,18.485,18.485,81.152
100.08,61.952,36.305,19.063,19.063,81.015
100.01,61.715,38.807,19.148,19.148,80.863
99.685,61.928,35.938,18.879,18.879,80.807
100.04,61.141,34.895,19.448,19.448,80.588
99.885,62.494,34.907,18.696,18.696,81.19
99.81,61.866,37.986,18.972,18.972,80.838
99.838,62.453,37.604,18.693,18.693,81.146
100.12,61.872,40.771,19.124,19.124,80.996
100.15,61.819,34.984,19.167,19.167,80.986
99.635,62.199,37.333,18.718,18.718,80.917
99.816,62.407,37.588,18.704,18.704,81.112
99.841,61.976,36.506,18.932,18.932,80.909
99.89,61.759,35.99,19.066,19.066,80.824
99.714,62.639,36.787,18.538,18.538,81.177
99.774,61.728,36.549,19.023,19.023,80.751
100.17,61.519,37.61,19.327,19.327,80.847
99.88,62.646,32.873,18.617,18.617,81.263
100.13,61.093,39.768,19.516,19.516,80.609
100.1,61.61,39.008,19.246,19.246,80.856
100.04,61.865,38.518,19.088,19.088,80.953
100.27,61.152,37.52,19.558,19.558,80.71
99.791,62.344,36.79,18.723,18.723,81.067
99.702,61.68,37.901,19.011,19.011,80.691
99.676,61.113,39.699,19.281,19.281,80.394
100.34,61.694,38.583,19.322,19.322,81.017
99.299,62.475,37.849,18.412,18.412,80.887
99.472,61.872,40.089,18.8,18.8,80.672
100.07,62.198,36.609,18.935,18.935,81.133
100.08,61.667,37.422,19.208,19.208,80.874
99.732,63.116,34.048,18.308,18.308,81.424
100.19,62.279,41.587,18.958,18.958,81.237
99.947,61.445,35.833,19.251,19.251,80.696
100.11,61.671,36.417,19.222,19.222,80.892
99.676,61.654,36.501,19.011,19.011,80.665
99.432,61.895,39.778,18.769,18.769,80.663
100.09,62.616,35.17,18.739,18.739,81.355
100.22,61.506,34.619,19.358,19.358,80.865
99.036,63.273,38.359,17.882,17.882,81.155
100.13,61.832,36.149,19.149,19.149,80.981
100.0,62.448,38.025,18.777,18.777,81.226
99.96,61.908,37.592,19.026,19.026,80.934
99.993,61.733,34.964,19.13,19.13,80.863
99.735,62.527,34.69,18.604,18.604,81.131
99.835,62.439,39.942,18.698,18.698,81.137
99.904,63.039,35.051,18.432,18.432,81.472
100.17,62.148,36.344,19.011,19.011,81.159
100.19,61.389,37.535,19.402,19.402,80.792
99.886,62.15,33.82,18.868,18.868,81.018
99.96,61.536,39.125,19.212,19.212,80.748
99.735,62.551,37.472,18.592,18.592,81.143
99.621,62.29,36.127,18.666,18.666,80.956
99.855,62.34,33.336,18.757,18.757,81.098
99.77,61.925,37.555,18.922,18.922,80.847
100.08,61.949,38.924,19.064,19.064,81.013
100.31,61.22,40.195,19.543,19.543,80.763
100.03,62.196,37.712,18.918,18.918,81.114
99.513,62.165,39.018,18.674,18.674,80.839
100.47,60.89,36.167,19.788,19.788,80.678
100.07,61.589,37.017,19.242,19.242,80.831
99.828,61.74,37.924,19.044,19.044,80.784
99.476,62.193,36.368,18.642,18.642,80.834
99.826,61.522,37.514,19.152,19.152,80.674
99.91,61.251,37.538,19.33,19.33,80.581
99.649,62.548,36.67,18.55,18.55,81.098
99.875,62.041,35.336,18.917,18.917,80.958
99.692,61.833,37.142,18.93,18.93,80.763
99.686,61.814,39.527,18.936,18.936,80.75
99.88,61.78,38.898,19.05,19.05,80.83
100.13,61.565,36.167,19.28,19.28,80.845
100.04,62.158,35.589,18.942,18.942,81.1
99.893,61.881,34.164,19.006,19.006,80.887
100.03,61.69,37.161,19.168,19.168,80.858
99.935,61.734,35.747,19.1,19.1,80.834
99.836,62.174,34.282,18.831,18.831,81.005
99.856,62.121,40.935,18.867,18.867,80.989
99.604,62.506,35.396,18.549,18.549,81.055
100.23,61.288,35.065,19.473,19.473,80.761
99.883,62.496,37.709,18.693,18.693,81.19
99.813,62.058,37.846,18.878,18.878,80.935
99.88,61.9,38.806,18.99,18.99,80.89
99.775,62.375,35.495,18.7,18.7,81.075
99.572,62.238,38.222,18.667,18.667,80.905
100.07,60.857,36.84,19.606,19.606,80.463
100.38,61.612,36.449,19.382,19.382,80.994
99.861,61.931,36.565,18.965,18.965,80.896
99.805,61.858,36.647,18.973,18.973,80.831
99.808,61.974,35.921,18.917,18.917,80.891
99.619,63.097,37.112,18.261,18.261,81.358
99.565,62.165,36.795,18.7,18.7,80.865
99.634,61.178,36.158,19.228,19.228,80.406
99.419,62.461,36.771,18.479,18.479,80.94
99.82,62.144,35.122,18.838,18.838,80.982
99.693,62.404,35.659,18.645,18.645,81.049
99.784,62.105,36.888,18.84,18.84,80.945
99.851,62.161,36.217,18.845,18.845,81.006
99.397,61.702,39.008,18.848,18.848,80.55
99.657,62.651,34.354,18.503,18.503,81.154
100.09,62.283,35.411,18.902,18.902,81.185
99.411,62.479,35.781,18.466,18.466,80.945
99.677,62.116,36.742,18.78,18.78,80.897
99.795,63.037,39.759,18.379,18.379,81.416
99.36,63.539,35.208,17.911,17.911,81.45
100.16,62.641,35.998,18.76,18.76,81.401
99.418,62.579,33.337,18.42,18.42,80.999
99.282,62.984,38.51,18.149,18.149,81.133
100.11,61.752,35.787,19.181,19.181,80.933
100.17,61.991,36.324,19.09,19.09,81.081
99.516,62.307,39.941,18.605,18.605,80.911
100.31,61.801,36.102,19.255,19.255,81.056
100.16,61.87,40.015,19.143,19.143,81.012
99.833,62.075,37.954,18.879,18.879,80.954
99.557,61.953,34.947,18.802,18.802,80.755
100.02,62.278,32.564,18.869,18.869,81.147
99.972,61.916,38.899,19.028,19.028,80.944
99.635,61.904,36.65,18.865,18.865,80.769
99.921,62.006,37.687,18.957,18.957,80.963
99.85,61.712,37.938,19.069,19.069,80.781
99.761,62.125,35.173,18.818,18.818,80.943
99.653,62.221,38.794,18.716,18.716,80.937
99.776,62.052,33.967,18.862,18.862,80.914
100.22,61.56,36.607,19.328,19.328,80.888
99.661,62.126,35.61,18.768,18.768,80.894
100.2,62.951,38.424,18.625,18.625,81.576
99.82,61.769,36.967,19.025,19.025,80.794
99.805,61.636,33.837,19.085,19.085,80.72
99.77,62.718,34.864,18.526,18.526,81.244
99.885,61.956,39.139,18.965,18.965,80.921
99.424,62.079,39.117,18.673,18.673,80.751
99.962,61.921,37.236,19.02,19.02,80.941
100.13,60.904,35.264,19.611,19.611,80.515
99.753,61.797,36.948,18.978,18.978,80.775
100.03,61.616,41.033,19.209,19.209,80.825
99.971,62.186,38.763,18.892,18.892,81.078
99.647,62.165,36.605,18.741,18.741,80.906
99.793,62.351,35.995,18.721,18.721,81.072
99.815,62.92,40.98,18.447,18.447,81.368
99.792,62.453,35.627,18.67,18.67,81.122
99.838,61.693,37.6,19.072,19.072,80.766
99.975,62.057,39.288,18.959,18.959,81.016
100.24,61.719,38.488,19.259,19.259,80.978
99.964,61.953,37.516,19.006,19.006,80.958
99.376,62.712,34.73,18.332,18.332,81.044
100.11,61.126,37.203,19.493,19.493,80.619
99.922,62.053,39.064,18.935,18.935,80.987
99.339,63.016,36.486,18.161,18.161,81.177
99.717,62.069,36.414,18.824,18.824,80.893
99.478,62.645,38.668,18.417,18.417,81.061
100.01,61.554,37.654,19.226,19.226,80.78
100.12,62.01,38.644,19.055,19.055,81.065
99.462,62.309,37.283,18.576,18.576,80.885
99.922,62.612,35.879,18.655,18.655,81.267
99.855,60.864,37.841,19.496,19.496,80.359
99.578,63.074,34.01,18.252,18.252,81.326
100.4,61.107,35.929,19.648,19.648,80.755
100.23,61.523,36.112,19.355,19.355,80.878
100.21,61.738,35.819,19.235,19.235,80.973
100.14,61.692,40.029,19.224,19.224,80.916
99.702,61.954,37.573,18.874,18.874,80.828
99.971,62.417,37.238,18.777,18.777,81.194
99.93,62.492,37.332,18.719,18.719,81.211
99.901,62.612,37.501,18.644,18.644,81.256
100.11,61.707,37.223,19.203,19.203,80.91
99.834,61.878,38.089,18.978,18.978,80.856
100.04,62.701,39.074,18.671,18.671,81.371
100.05,62.077,34.466,18.987,18.987,81.064
99.957,61.483,33.337,19.237,19.237,80.72
99.745,61.92,34.265,18.912,18.912,80.833
100.0,61.068,36.882,19.467,19.467,80.535
99.781,62.278,36.932,18.752,18.752,81.03
100.0,62.047,34.817,18.978,18.978,81.024
99.936,62.388,38.334,18.774,18.774,81.162
99.31,62.373,37.139,18.468,18.468,80.841
100.02,61.495,36.566,19.261,19.261,80.756
99.665,61.822,35.091,18.922,18.922,80.743
99.838,62.425,36.825,18.706,18.706,81.131
100.08,62.342,35.496,18.869,18.869,81.211
99.856,62.044,37.294,18.906,18.906,80.95
100.3,62.543,37.361,18.876,18.876,81.419
99.763,62.281,36.882,18.741,18.741,81.022
99.685,62.624,37.401,18.53,18.53,81.154
100.16,61.745,37.743,19.207,19.207,80.952
99.806,62.085,35.736,18.861,18.861,80.945
99.752,62.052,34.782,18.85,18.85,80.902
99.68,62.12,34.725,18.78,18.78,80.9
99.722,61.772,38.231,18.975,18.975,80.747
99.872,63.171,35.926,18.351,18.351,81.521
99.562,61.989,38.625,18.787,18.787,80.776
99.891,60.993,43.196,19.449,19.449,80.442
99.466,62.338,37.314,18.564,18.564,80.902
100.11,61.932,38.62,19.089,19.089,81.021
99.911,62.437,35.392,18.737,18.737,81.174
99.702,62.173,34.479,18.765,18.765,80.937
99.193,61.762,36.713,18.716,18.716,80.477
99.885,62.106,35.673,18.889,18.889,80.996
99.56,63.555,41.838,18.003,18.003,81.557
99.476,62.219,36.351,18.628,18.628,80.847
99.531,61.947,37.056,18.792,18.792,80.739
99.413,62.18,35.875,18.616,18.616,80.796
99.894,62.215,37.052,18.839,18.839,81.054
99.629,61.982,40.098,18.824,18.824,80.805
99.732,62.053,38.849,18.84,18.84,80.892
99.876,62.267,39.24,18.805,18.805,81.072
99.75,61.709,36.845,19.021,19.021,80.73
99.959,61.812,38.074,19.074,19.074,80.885
99.85,61.775,37.192,19.038,19.038,80.812
99.479,63.17,37.76,18.154,18.154,81.324
100.01,61.621,38.384,19.196,19.196,80.817
100.18,61.211,39.2,19.487,19.487,80.697
99.753,61.63,37.342,19.061,19.061,80.691
99.898,61.414,38.652,19.242,19.242,80.656
100.03,61.932,40.362,19.048,19.048,80.98
99.534,62.536,38.949,18.499,18.499,81.035
100.29,61.08,38.625,19.604,19.604,80.684
99.526,62.231,38.883,18.647,18.647,80.879
99.855,62.109,35.545,18.873,18.873,80.982
99.987,62.026,33.323,18.98,18.98,81.006
99.853,62.384,35.311,18.735,18.735,81.118
99.562,61.55,36.51,19.006,19.006,80.556
99.821,62.205,37.447,18.808,18.808,81.013
99.787,62.143,39.743,18.822,18.822,80.965
100.24,62.269,37.389,18.986,18.986,81.255
100.33,61.851,35.379,19.241,19.241,81.092
99.783,62.397,40.085,18.693,18.693,81.09
99.939,61.593,35.057,19.173,19.173,80.766
100.44,62.247,35.873,19.098,19.098,81.345
99.491,61.893,35.896,18.799,18.799,80.692
100.19,62.016,34.511,19.089,19.089,81.105
100.04,61.839,40.158,19.1,19.1,80.939
99.792,61.389,36.814,19.201,19.201,80.591
100.33,61.721,37.002,19.306,19.306,81.027
99.949,61.848,37.059,19.051,19.051,80.899
99.29,62.617,38.711,18.336,18.336,80.953
99.961,61.931,36.789,19.015,19.015,80.946
99.775,61.947,36.743,18.914,18.914,80.861
99.818,62.417,40.757,18.701,18.701,81.118
99.787,62.095,37.884,18.846,18.846,80.941
99.634,62.017,38.033,18.808,18.808,80.826
100.09,61.697,35.17,19.196,19.196,80.893
100.17,61.494,37.517,19.34,19.34,80.834
100.13,61.278,40.967,19.426,19.426,80.704
99.751,62.592,33.611,18.58,18.58,81.172
99.852,62.047,36.653,18.903,18.903,80.949
99.769,62.069,39.724,18.85,18.85,80.919
99.963,62.354,33.487,18.805,18.805,81.159
99.709,61.97,37.257,18.869,18.869,80.84
99.767,61.953,38.18,18.907,18.907,80.86
99.498,61.683,36.451,18.908,18.908,80.591
99.582,62.492,33.629,18.545,18.545,81.037
99.618,62.052,35.621,18.783,18.783,80.835
100.02,61.803,36.306,19.109,19.109,80.912
99.308,62.645,35.523,18.331,18.331,80.976
99.36,62.0,39.124,18.68,18.68,80.68
100.04,62.193,33.349,18.924,18.924,81.117
99.746,61.651,37.485,19.047,19.047,80.699
99.693,62.756,34.365,18.468,18.468,81.225
99.943,62.655,36.057,18.644,18.644,81.299
99.603,61.782,35.65,18.911,18.911,80.692
99.539,61.934,39.839,18.802,18.802,80.737
99.876,61.658,36.328,19.109,19.109,80.767
99.697,62.065,36.863,18.816,18.816,80.881
100.19,62.063,37.251,19.064,19.064,81.126
99.911,62.235,36.397,18.838,18.838,81.073
100.1,61.66,38.413,19.222,19.222,80.882
99.84,62.008,36.641,18.916,18.916,80.924
99.018,63.502,35.837,17.758,17.758,81.26
99.339,63.17,34.571,18.084,18.084,81.255
99.911,61.703,38.027,19.104,19.104,80.807
99.836,62.282,39.183,18.777,18.777,81.059
100.12,61.458,37.167,19.331,19.331,80.789
99.863,61.429,40.25,19.217,19.217,80.646
99.747,61.582,37.244,19.083,19.083,80.665
100.32,61.546,36.481,19.385,19.385,80.931
99.987,61.838,34.05,19.075,19.075,80.912
99.826,62.294,37.279,18.766,18.766,81.06
99.987,61.847,35.639,19.07,19.07,80.917
99.314,62.478,35.2,18.418,18.418,80.896
99.223,63.071,41.186,18.076,18.076,81.147
100.12,60.551,36.184,19.786,19.786,80.337
99.304,62.421,37.799,18.441,18.441,80.862
99.964,61.751,37.396,19.106,19.106,80.857
99.948,61.799,36.208,19.075,19.075,80.873
100.0,61.959,38.209,19.023,19.023,80.982
99.635,61.987,35.649,18.824,18.824,80.811
100.12,61.117,40.986,19.503,19.503,80.621
100.1,62.852,35.158,18.626,18.626,81.478
100.11,61.45,36.422,19.33,19.33,80.78
99.672,62.649,39.225,18.512,18.512,81.16
100.07,62.011,36.392,19.029,19.029,81.04
99.485,61.958,39.816,18.763,18.763,80.721
99.848,61.878,32.628,18.985,18.985,80.863
99.68,62.834,39.121,18.423,18.423,81.257
100.26,62.551,36.21,18.852,18.852,81.403
100.4,61.7,36.33,19.348,19.348,81.048
99.583,61.958,35.766,18.813,18.813,80.771
99.948,61.316,34.054,19.316,19.316,80.632
100.34,61.439,39.566,19.45,19.45,80.889
99.531,61.741,37.575,18.895,18.895,80.636
99.96,62.097,36.621,18.932,18.932,81.028
99.739,61.346,37.171,19.197,19.197,80.542
99.809,62.066,37.935,18.871,18.871,80.937
99.844,62.33,38.226,18.757,18.757,81.087
100.11,61.804,34.324,19.152,19.152,80.956
99.807,61.949,38.464,18.929,18.929,80.878
99.869,62.373,36.559,18.748,18.748,81.121
99.868,61.472,34.311,19.198,19.198,80.67
99.667,62.811,39.72,18.428,18.428,81.239
100.13,61.783,36.206,19.174,19.174,80.957
99.957,62.307,39.429,18.825,18.825,81.132
99.911,61.321,35.574,19.295,19.295,80.616
100.07,62.336,34.59,18.867,18.867,81.203
99.774,61.762,37.235,19.006,19.006,80.768
99.612,62.246,37.721,18.683,18.683,80.929
100.2,61.856,38.86,19.171,19.171,81.027
99.808,61.17,39.068,19.319,19.319,80.489
99.89,62.243,36.479,18.824,18.824,81.067
100.05,61.833,37.385,19.108,19.108,80.94
100.06,61.011,33.478,19.525,19.525,80.536
100.12,61.92,35.257,19.1,19.1,81.021
100.11,62.246,34.395,18.932,18.932,81.178
99.373,62.19,36.469,18.592,18.592,80.781
100.16,61.592,35.114,19.282,19.282,80.873
100.09,63.209,33.563,18.442,18.442,81.652
99.992,61.864,37.884,19.064,19.064,80.928
99.911,61.78,37.92,19.065,19.065,80.846
99.947,63.043,35.091,18.452,18.452,81.495
99.74,61.904,33.837,18.918,18.918,80.822
99.99,62.016,36.919,18.987,18.987,81.003
99.669,61.004,35.369,19.333,19.333,80.337
99.562,62.195,35.601,18.683,18.683,80.878
99.762,62.246,34.507,18.758,18.758,81.004
99.796,62.195,34.88,18.8,18.8,80.996
99.632,61.567,33.211,19.033,19.033,80.599
99.724,62.237,36.847,18.744,18.744,80.98
99.865,62.59,36.85,18.637,18.637,81.227
99.64,62.884,37.143,18.378,18.378,81.262
99.467,62.261,37.877,18.603,18.603,80.864
99.385,62.101,38.333,18.642,18.642,80.743
99.712,62.11,38.478,18.801,18.801,80.911
99.965,62.199,34.265,18.883,18.883,81.082
99.887,62.121,33.625,18.883,18.883,81.004
100.42,61.235,35.597,19.594,19.594,80.829
99.489,63.224,36.572,18.133,18.133,81.356
99.599,61.948,34.593,18.825,18.825,80.774
100.2,61.725,40.802,19.236,19.236,80.961
100.02,61.677,36.353,19.172,19.172,80.848
99.484,63.12,37.189,18.182,18.182,81.302
99.893,61.926,35.974,18.984,18.984,80.909
99.96,62.053,36.293,18.954,18.954,81.007
99.684,62.092,37.34,18.796,18.796,80.888
100.28,61.051,38.065,19.612,19.612,80.663
99.973,62.752,39.042,18.611,18.611,81.362
99.708,62.332,34.214,18.688,18.688,81.02
100.14,62.061,35.226,19.041,19.041,81.102
99.963,61.68,35.073,19.141,19.141,80.821
99.801,61.787,34.468,19.007,19.007,80.794
99.906,61.742,36.156,19.082,19.082,80.824
98.982,61.774,42.392,18.604,18.604,80.378
99.813,63.407,38.161,18.203,18.203,81.61
99.21,63.151,37.174,18.03,18.03,81.18
99.917,61.214,34.963,19.352,19.352,80.566
99.618,61.972,36.969,18.823,18.823,80.795
100.06,62.142,36.823,18.96,18.96,81.101
100.06,61.303,37.763,19.381,19.381,80.684
99.791,62.594,33.94,18.599,18.599,81.193
99.909,62.008,37.018,18.951,18.951,80.959
99.454,62.805,35.299,18.324,18.324,81.13
99.249,62.288,37.544,18.48,18.48,80.769
100.01,61.744,35.428,19.133,19.133,80.877
99.776,61.469,35.028,19.153,19.153,80.623
99.806,62.596,35.547,18.605,18.605,81.201
99.293,62.039,35.865,18.627,18.627,80.666
99.476,62.791,33.979,18.342,18.342,81.133
100.08,61.987,38.437,19.045,19.045,81.032
99.65,62.126,37.217,18.762,18.762,80.888
100.48,60.821,37.464,19.83,19.83,80.651
100.14,61.801,35.326,19.169,19.169,80.971
99.771,62.613,36.216,18.579,18.579,81.192
99.736,62.014,35.037,18.861,18.861,80.875
100.1,62.589,39.426,18.754,18.754,81.343
99.589,62.699,36.377,18.445,18.445,81.144
99.794,61.924,38.187,18.935,18.935,80.859
99.883,61.487,37.021,19.198,19.198,80.685
99.716,62.125,36.753,18.796,18.796,80.921
100.4,61.652,35.608,19.373,19.373,81.025
99.925,61.542,38.404,19.192,19.192,80.733
99.741,62.445,33.553,18.648,18.648,81.093
99.59,61.862,40.253,18.864,18.864,80.726
99.7,62.315,37.771,18.692,18.692,81.008
99.591,61.857,40.372,18.867,18.867,80.724
99.927,61.858,35.11,19.034,19.034,80.892
99.322,62.798,35.623,18.262,18.262,81.06
99.554,61.961,36.705,18.796,18.796,80.758
100.05,61.975,36.244,19.039,19.039,81.014
99.513,62.413,35.163,18.55,18.55,80.963
100.03,61.942,37.275,19.042,19.042,80.984
100.29,61.194,37.049,19.548,19.548,80.742
100.14,61.591,39.005,19.274,19.274,80.864
100.23,61.532,37.468,19.349,19.349,80.881
99.481,62.302,38.356,18.589,18.589,80.892
99.955,62.027,35.889,18.964,18.964,80.991
100.06,61.495,37.38,19.282,19.282,80.777
99.714,62.217,37.176,18.748,18.748,80.965
99.552,62.751,32.86,18.401,18.401,81.152
99.93,62.374,39.813,18.778,18.778,81.152
100.04,61.987,36.959,19.026,19.026,81.013
99.912,61.719,37.995,19.097,19.097,80.816
100.01,61.88,34.865,19.067,19.067,80.947
99.876,61.541,36.506,19.168,19.168,80.708
100.27,61.699,38.614,19.287,19.287,80.986
100.05,61.979,34.903,19.034,19.034,81.012
99.74,62.648,38.46,18.546,18.546,81.194
99.927,61.892,40.403,19.018,19.018,80.91
99.921,62.12,36.416,18.9,18.9,81.021
99.585,62.154,36.557,18.716,18.716,80.869
100.2,61.746,35.725,19.226,19.226,80.972
100.05,61.512,38.371,19.271,19.271,80.783
100.03,62.545,38.323,18.744,18.744,81.289
100.41,61.397,38.712,19.506,19.506,80.902
100.05,61.973,37.912,19.038,19.038,81.011
99.678,62.51,39.284,18.584,18.584,81.094
99.785,61.016,36.072,19.384,19.384,80.401
99.749,62.141,38.332,18.804,18.804,80.945
100.36,61.464,37.264,19.448,19.448,80.912
99.652,62.345,39.786,18.654,18.654,80.998
99.824,62.241,36.831,18.792,18.792,81.033
99.889,62.207,37.606,18.841,18.841,81.048
99.852,62.16,40.292,18.846,18.846,81.006
100.07,61.672,32.87,19.199,19.199,80.871
100.33,62.403,35.908,18.964,18.964,81.367
99.691,62.468,37.123,18.611,18.611,81.08
100.14,62.192,37.791,18.972,18.972,81.164
99.865,62.117,38.36,18.874,18.874,80.991
99.674,62.54,38.806,18.567,18.567,81.107
99.971,62.092,35.325,18.94,18.94,81.032
100.21,61.995,36.912,19.106,19.106,81.101
99.637,62.286,38.487,18.675,18.675,80.961
99.498,62.026,34.81,18.736,18.736,80.762
100.11,62.475,38.06,18.819,18.819,81.294
99.44,61.739,36.694,18.85,18.85,80.59
99.764,62.576,37.984,18.594,18.594,81.17
99.986,62.47,34.766,18.758,18.758,81.228
99.912,62.173,34.856,18.869,18.869,81.042
99.583,62.664,35.13,18.46,18.46,81.123
99.543,62.458,35.061,18.542,18.542,81.001
99.98,61.634,36.589,19.173,19.173,80.807
100.15,62.2,40.717,18.975,18.975,81.175
99.48,62.472,38.606,18.504,18.504,80.976
99.85,62.102,37.706,18.874,18.874,80.976
99.825,62.322,38.708,18.751,18.751,81.074
99.782,61.925,38.257,18.928,18.928,80.853
99.618,62.158,37.803,18.73,18.73,80.888
99.854,62.301,37.842,18.776,18.776,81.077
99.829,62.761,35.995,18.534,18.534,81.295
99.816,61.662,36.133,19.077,19.077,80.739
99.979,61.642,37.229,19.168,19.168,80.811
99.924,62.318,38.024,18.803,18.803,81.121
99.634,62.153,33.946,18.741,18.741,80.893
99.382,62.317,39.273,18.532,18.532,80.85
99.524,62.29,35.646,18.617,18.617,80.907
99.986,62.318,33.848,18.834,18.834,81.152
100.11,61.522,38.67,19.294,19.294,80.816
99.9,62.123,39.064,18.889,18.889,81.012
99.527,62.432,33.393,18.547,18.547,80.98
99.855,61.88,37.09,18.988,18.988,80.868
99.362,63.391,34.572,17.986,17.986,81.377
99.66,62.718,37.285,18.471,18.471,81.189
99.821,61.717,39.353,19.052,19.052,80.769
